9035.1	1.8359	0.2671
9042.9	1.8326	0.26
9045.8	1.833	0.2572
9053.7	1.8364	0.25
9055.5	1.8365	0.2482
9133.0	1.8379	0.1707
9135.6	1.8379	0.1681
9143.3	1.8349	0.1611
9146.1	1.8353	0.1583
9154.1	1.839	0.1512
9156.0	1.8391	0.1493
9233.9	1.8432	0.0715
9235.9	1.8433	0.0695
9243.8	1.8404	0.0622
9246.5	1.841	0.0595
9254.5	1.8449	0.0525
9256.7	1.8451	0.0504
9335.1	1.8517	-0.0278
9336.5	1.8517	-0.0292
9344.1	1.8492	-0.0363
9346.8	1.8499	-0.039
9354.9	1.854	-0.0459
9357.1	1.8543	-0.0481
9434.6	1.8634	-0.1251
9436.7	1.8637	-0.1271
9444.5	1.8613	-0.1346
9447.3	1.8621	-0.1373
9455.3	1.8664	-0.144
9457.1	1.8667	-0.1458
9535.6	1.8785	-0.2234
9537.1	1.8788	-0.2248
9544.8	1.8767	-0.2323
9547.7	1.8775	-0.235
9555.6	1.882	-0.2416
9557.5	1.8824	-0.2434
9635.8	1.8968	-0.3204
9637.4	1.897	-0.322
9645.2	1.8952	-0.3296
9647.9	1.8959	-0.3322
9656.1	1.9009	-0.3386
9657.9	1.9013	-0.3404
9736.4	1.9183	-0.417
9737.9	1.9186	-0.4185
9745.7	1.917	-0.4261
9748.5	1.918	-0.4287
9756.4	1.923	-0.4349
9758.4	1.9234	-0.4368
9836.2	1.9428	-0.5122
9838.3	1.9433	-0.5142
9846.1	1.942	-0.5219
9848.8	1.943	-0.5244
9856.8	1.9482	-0.5305
9858.4	1.9487	-0.532
9936.5	1.9706	-0.607
9938.6	1.9712	-0.609
9946.5	1.9701	-0.6168
9960.5	1.9581	-0.6241
9962.9	1.9597	-0.6259
9963.7	1.9598	-0.6267
9994.8	1.9618	-0.6577
9997.3	1.9617	-0.6602
10000.6	1.9598	-0.6629
10003.6	1.957	-0.6641
10047.5	1.9151	-0.6772
10175.5	1.9787	-0.7882
10197.7	1.9992	-0.7796
10199.7	2.0012	-0.7792
10203.0	2.0044	-0.7796
10206.0	2.007	-0.7811
10209.6	2.0091	-0.7841
10239.2	2.0204	-0.8114
10239.9	2.0207	-0.8121
10276.1	2.0345	-0.8455
10276.8	2.0348	-0.8462
10312.9	2.0486	-0.8795
10313.8	2.049	-0.8803
10349.8	2.0628	-0.9136
10350.6	2.0631	-0.9143
10386.7	2.0768	-0.9477
10387.5	2.0772	-0.9484
10423.5	2.091	-0.9817
10424.4	2.0913	-0.9825
10460.4	2.1051	-1.0158
10461.4	2.1055	-1.0167
10497.5	2.1193	-1.05
10498.3	2.1196	-1.0508
10534.4	2.1334	-1.0841
10535.2	2.1337	-1.0849
10571.3	2.1475	-1.1182
10572.0	2.1478	-1.1189
10608.1	2.1616	-1.1522
10608.9	2.1619	-1.153
10645.0	2.1757	-1.1863
10645.7	2.176	-1.187
10681.9	2.1898	-1.2204
10682.6	2.1901	-1.2211
10712.2	2.2014	-1.2484
10715.2	2.2021	-1.2513
10718.0	2.2016	-1.2541
10720.2	2.2006	-1.256
10721.9	2.1995	-1.2573
10723.2	2.1985	-1.2581
10745.6	2.1778	-1.2668
